"id","arrival_airport_code","arrival_airport_terminal","change_date","deadhead","departure_airport_code","departure_airport_terminal","airline_designator","aircraft_type","number","operational_suffix","leg_sequence_number","onward_carrier","onward_flight","onward_suffix","plan_arrival_date_utc","plan_departure_date_utc","service_type","status","route_id","ofp_time_start_utc","ofp_time_end_utc","code_sharing","aircraft_reg_num","estim_blockoff_time_utc","estim_blockon_time_utc","actual_departure_date_utc","actual_arrival_date_utc","onward_flight_date","warning_status","warning_status_time","date_eng_on_utc","date_eng_off_utc","special_status","version_id","start_date_utc","comment","action_type","change_source","modification_id","class_config","leg_oper_schedule_status","flight_time","user_id","smak_id"
"1322438","OSS","NULL","2023-04-26T15:06:11.017636","NULL","SVO","C","SU","32B","1894","NULL","1","NULL","NULL","NULL","2022-12-31T04:40:00","2022-12-31T00:10:00","J","ACTIVE","139018035710170113","2022-12-31T04:40:00","2023-01-01T04:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1322439","SVX","NULL","2023-04-26T15:06:11.02221","NULL","SVO","B","SU","32N","1410","NULL","1","NULL","NULL","NULL","2022-12-21T09:20:00","2022-12-21T06:50:00","J","ACTIVE","139018035710220114","2022-12-21T09:20:00","2022-12-22T09:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322444","SVO","B","2023-04-26T15:06:11.040907","NULL","SVX","NULL","SU","32A","1415","NULL","1","NULL","NULL","NULL","2022-12-27T23:55:00","2022-12-27T21:10:00","J","ACTIVE","139018035710400119","2022-12-27T23:55:00","2022-12-28T23:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322447","SVX","NULL","2023-04-26T15:06:11.0509","NULL","SVO","B","SU","73H","1414","NULL","1","NULL","NULL","NULL","2022-12-29T20:10:00","2022-12-29T17:40:00","J","ACTIVE","139018035710500122","2022-12-29T20:10:00","2022-12-30T20:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C20,Y138","NULL","NULL","NULL","NULL"
"1322448","SVO","B","2023-04-26T15:06:11.055991","NULL","SVX","NULL","SU","32A","1417","NULL","1","NULL","NULL","NULL","2022-12-23T07:45:00","2022-12-23T05:00:00","J","ACTIVE","139018035710550123","2022-12-23T07:45:00","2022-12-24T07:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322449","SVO","B","2023-04-26T15:06:11.055991","NULL","SVX","NULL","SU","32A","1417","NULL","1","NULL","NULL","NULL","2022-12-24T07:45:00","2022-12-24T05:00:00","J","ACTIVE","139018035710560124","2022-12-24T07:45:00","2022-12-25T07:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322450","SVO","B","2023-04-26T15:06:11.055991","NULL","SVX","NULL","SU","32A","1417","NULL","1","NULL","NULL","NULL","2022-12-25T07:45:00","2022-12-25T05:00:00","J","ACTIVE","139018035710560125","2022-12-25T07:45:00","2022-12-26T07:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322451","SVO","B","2023-04-26T15:06:11.055991","NULL","SVX","NULL","SU","32A","1417","NULL","1","NULL","NULL","NULL","2022-12-26T07:45:00","2022-12-26T05:00:00","J","ACTIVE","139018035710560126","2022-12-26T07:45:00","2022-12-27T07:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322452","SVO","B","2023-04-26T15:06:11.055991","NULL","SVX","NULL","SU","32A","1417","NULL","1","NULL","NULL","NULL","2022-12-27T07:45:00","2022-12-27T05:00:00","J","ACTIVE","139018035710560127","2022-12-27T07:45:00","2022-12-28T07:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322453","SVX","NULL","2023-04-26T15:06:11.063969","NULL","SVO","B","SU","73H","1416","NULL","1","NULL","NULL","NULL","2022-12-22T01:45:00","2022-12-21T23:15:00","J","ACTIVE","139018035710630128","2022-12-22T01:45:00","2022-12-23T01:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C20,Y138","NULL","NULL","NULL","NULL"
"1322454","SVX","NULL","2023-04-26T15:06:11.063969","NULL","SVO","B","SU","73H","1416","NULL","1","NULL","NULL","NULL","2022-12-29T01:45:00","2022-12-28T23:15:00","J","ACTIVE","139018035710630129","2022-12-29T01:45:00","2022-12-30T01:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C20,Y138","NULL","NULL","NULL","NULL"
"1322467","SVO","B","2023-04-26T15:06:11.077166","NULL","KZN","1","SU","32A","1277","NULL","1","NULL","NULL","NULL","2022-12-28T12:35:00","2022-12-28T10:50:00","J","ACTIVE","139018035710770142","2022-12-28T12:35:00","2022-12-29T12:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322468","SVO","B","2023-04-26T15:06:11.077166","NULL","KZN","1","SU","32A","1277","NULL","1","NULL","NULL","NULL","2022-12-29T12:35:00","2022-12-29T10:50:00","J","ACTIVE","139018035710770143","2022-12-29T12:35:00","2022-12-30T12:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322469","UFA","1","2023-04-26T15:06:11.08245","NULL","SVO","B","SU","32Q","1260","NULL","1","NULL","NULL","NULL","2022-12-29T23:35:00","2022-12-29T21:25:00","J","ACTIVE","139018035710820144","2022-12-29T23:35:00","2022-12-30T23:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C12,Y184","NULL","NULL","NULL","NULL"
"1322470","SVO","B","2023-04-26T15:06:11.08712","NULL","UFA","1","SU","32Q","1261","NULL","1","NULL","NULL","NULL","2022-12-30T08:25:00","2022-12-30T05:55:00","J","ACTIVE","139018035710870145","2022-12-30T08:25:00","2022-12-31T08:24:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C12,Y184","NULL","NULL","NULL","NULL"
"1322488","SVX","NULL","2023-04-26T15:06:11.115822","NULL","SVO","B","SU","32N","1404","NULL","1","NULL","NULL","NULL","2022-12-22T18:10:00","2022-12-22T15:40:00","J","ACTIVE","139018035711150163","2022-12-22T18:10:00","2022-12-23T18:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322489","SVX","NULL","2023-04-26T15:06:11.115822","NULL","SVO","B","SU","32N","1404","NULL","1","NULL","NULL","NULL","2022-12-23T18:10:00","2022-12-23T15:40:00","J","ACTIVE","139018035711150164","2022-12-23T18:10:00","2022-12-24T18:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322490","SVX","NULL","2023-04-26T15:06:11.115822","NULL","SVO","B","SU","32N","1404","NULL","1","NULL","NULL","NULL","2022-12-24T18:10:00","2022-12-24T15:40:00","J","ACTIVE","139018035711150165","2022-12-24T18:10:00","2022-12-25T18:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322491","SVX","NULL","2023-04-26T15:06:11.115822","NULL","SVO","B","SU","32N","1404","NULL","1","NULL","NULL","NULL","2022-12-25T18:10:00","2022-12-25T15:40:00","J","ACTIVE","139018035711150166","2022-12-25T18:10:00","2022-12-26T18:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322492","SVX","NULL","2023-04-26T15:06:11.115822","NULL","SVO","B","SU","32N","1404","NULL","1","NULL","NULL","NULL","2022-12-26T18:10:00","2022-12-26T15:40:00","J","ACTIVE","139018035711150167","2022-12-26T18:10:00","2022-12-27T18:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322493","SVX","NULL","2023-04-26T15:06:11.115822","NULL","SVO","B","SU","32N","1404","NULL","1","NULL","NULL","NULL","2022-12-27T18:10:00","2022-12-27T15:40:00","J","ACTIVE","139018035711150168","2022-12-27T18:10:00","2022-12-28T18:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322500","SVO","B","2023-04-26T15:06:11.132361","NULL","SVX","NULL","SU","32N","1405","NULL","1","NULL","NULL","NULL","2022-12-22T22:00:00","2022-12-22T19:10:00","J","ACTIVE","139018035711320175","2022-12-22T22:00:00","2022-12-23T21:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322501","SVO","B","2023-04-26T15:06:11.132361","NULL","SVX","NULL","SU","32N","1405","NULL","1","NULL","NULL","NULL","2022-12-23T22:00:00","2022-12-23T19:10:00","J","ACTIVE","139018035711320176","2022-12-23T22:00:00","2022-12-24T21:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322502","SVO","B","2023-04-26T15:06:11.132361","NULL","SVX","NULL","SU","32N","1405","NULL","1","NULL","NULL","NULL","2022-12-24T22:00:00","2022-12-24T19:10:00","J","ACTIVE","139018035711320177","2022-12-24T22:00:00","2022-12-25T21:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322503","SVO","B","2023-04-26T15:06:11.132361","NULL","SVX","NULL","SU","32N","1405","NULL","1","NULL","NULL","NULL","2022-12-25T22:00:00","2022-12-25T19:10:00","J","ACTIVE","139018035711320178","2022-12-25T22:00:00","2022-12-26T21:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322504","SVO","B","2023-04-26T15:06:11.132361","NULL","SVX","NULL","SU","32N","1405","NULL","1","NULL","NULL","NULL","2022-12-26T22:00:00","2022-12-26T19:10:00","J","ACTIVE","139018035711320179","2022-12-26T22:00:00","2022-12-27T21:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322505","SVO","B","2023-04-26T15:06:11.132361","NULL","SVX","NULL","SU","32N","1405","NULL","1","NULL","NULL","NULL","2022-12-27T22:00:00","2022-12-27T19:10:00","J","ACTIVE","139018035711320180","2022-12-27T22:00:00","2022-12-28T21:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1322536","SVO","C","2023-04-26T15:06:11.166881","NULL","TAS","2","SU","321","1871","NULL","1","NULL","NULL","NULL","2022-12-31T06:20:00","2022-12-31T01:45:00","J","ACTIVE","139018035711660211","2022-12-31T06:20:00","2023-01-01T06:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C28,Y142","NULL","NULL","NULL","NULL"
"1322597","SVO","C","2023-04-26T15:06:11.214838","NULL","TAS","2","SU","321","1873","NULL","1","NULL","NULL","NULL","2022-12-31T18:10:00","2022-12-31T13:40:00","J","ACTIVE","139018035712140016","2022-12-31T18:10:00","2023-01-01T18:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C28,Y142","NULL","NULL","NULL","NULL"
"1322609","TAS","2","2023-04-26T15:06:11.231957","NULL","SVO","C","SU","321","1872","NULL","1","NULL","NULL","NULL","2022-12-19T12:10:00","2022-12-19T07:55:00","J","ACTIVE","139018035712310028","2022-12-19T12:10:00","2022-12-20T12:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C28,Y142","NULL","NULL","NULL","NULL"
"1322869","SVO","B","2023-04-26T15:06:11.449809","NULL","OSW","NULL","SU","32A","1061","NULL","1","NULL","NULL","NULL","2022-12-21T17:10:00","2022-12-21T14:20:00","J","ACTIVE","139018035714490032","2022-12-21T17:10:00","2022-12-22T17:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322870","SVO","B","2023-04-26T15:06:11.454796","NULL","PEE","NULL","SU","32A","1201","NULL","1","NULL","NULL","NULL","2022-12-16T13:55:00","2022-12-16T11:30:00","J","ACTIVE","139018035714540033","2022-12-16T13:55:00","2022-12-17T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-16T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322871","SVO","B","2023-04-26T15:06:11.454796","NULL","PEE","NULL","SU","32A","1201","NULL","1","NULL","NULL","NULL","2022-12-17T13:55:00","2022-12-17T11:30:00","J","ACTIVE","139018035714540034","2022-12-17T13:55:00","2022-12-18T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-17T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322872","SVO","B","2023-04-26T15:06:11.454796","NULL","PEE","NULL","SU","32A","1201","NULL","1","NULL","NULL","NULL","2022-12-18T13:55:00","2022-12-18T11:30:00","J","ACTIVE","139018035714540035","2022-12-18T13:55:00","2022-12-19T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322873","SVO","B","2023-04-26T15:06:11.454796","NULL","PEE","NULL","SU","32A","1201","NULL","1","NULL","NULL","NULL","2022-12-19T13:55:00","2022-12-19T11:30:00","J","ACTIVE","139018035714540036","2022-12-19T13:55:00","2022-12-20T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322874","SVO","B","2023-04-26T15:06:11.454796","NULL","PEE","NULL","SU","32A","1201","NULL","1","NULL","NULL","NULL","2022-12-20T13:55:00","2022-12-20T11:30:00","J","ACTIVE","139018035714540037","2022-12-20T13:55:00","2022-12-21T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-20T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322875","SVO","B","2023-04-26T15:06:11.454796","NULL","PEE","NULL","SU","32A","1201","NULL","1","NULL","NULL","NULL","2022-12-21T13:55:00","2022-12-21T11:30:00","J","ACTIVE","139018035714540038","2022-12-21T13:55:00","2022-12-22T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322876","SVO","B","2023-04-26T15:06:11.454796","NULL","PEE","NULL","SU","32A","1201","NULL","1","NULL","NULL","NULL","2022-12-22T13:55:00","2022-12-22T11:30:00","J","ACTIVE","139018035714540039","2022-12-22T13:55:00","2022-12-23T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322877","SVO","B","2023-04-26T15:06:11.454796","NULL","PEE","NULL","SU","32A","1201","NULL","1","NULL","NULL","NULL","2022-12-23T13:55:00","2022-12-23T11:30:00","J","ACTIVE","139018035714540040","2022-12-23T13:55:00","2022-12-24T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322878","PEE","NULL","2023-04-26T15:06:11.463714","NULL","SVO","B","SU","32A","1200","NULL","1","NULL","NULL","NULL","2022-12-16T10:40:00","2022-12-16T08:30:00","J","ACTIVE","139018035714630041","2022-12-16T10:40:00","2022-12-17T10:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-16T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322879","PEE","NULL","2023-04-26T15:06:11.463714","NULL","SVO","B","SU","32A","1200","NULL","1","NULL","NULL","NULL","2022-12-17T10:40:00","2022-12-17T08:30:00","J","ACTIVE","139018035714630042","2022-12-17T10:40:00","2022-12-18T10:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-17T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322880","PEE","NULL","2023-04-26T15:06:11.463714","NULL","SVO","B","SU","32A","1200","NULL","1","NULL","NULL","NULL","2022-12-18T10:40:00","2022-12-18T08:30:00","J","ACTIVE","139018035714630043","2022-12-18T10:40:00","2022-12-19T10:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322881","PEE","NULL","2023-04-26T15:06:11.463714","NULL","SVO","B","SU","32A","1200","NULL","1","NULL","NULL","NULL","2022-12-19T10:40:00","2022-12-19T08:30:00","J","ACTIVE","139018035714630044","2022-12-19T10:40:00","2022-12-20T10:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322882","PEE","NULL","2023-04-26T15:06:11.463714","NULL","SVO","B","SU","32A","1200","NULL","1","NULL","NULL","NULL","2022-12-20T10:40:00","2022-12-20T08:30:00","J","ACTIVE","139018035714630045","2022-12-20T10:40:00","2022-12-21T10:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-20T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322883","PEE","NULL","2023-04-26T15:06:11.463714","NULL","SVO","B","SU","32A","1200","NULL","1","NULL","NULL","NULL","2022-12-21T10:40:00","2022-12-21T08:30:00","J","ACTIVE","139018035714630046","2022-12-21T10:40:00","2022-12-22T10:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322884","PEE","NULL","2023-04-26T15:06:11.463714","NULL","SVO","B","SU","32A","1200","NULL","1","NULL","NULL","NULL","2022-12-22T10:40:00","2022-12-22T08:30:00","J","ACTIVE","139018035714630047","2022-12-22T10:40:00","2022-12-23T10:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322885","PEE","NULL","2023-04-26T15:06:11.463714","NULL","SVO","B","SU","32A","1200","NULL","1","NULL","NULL","NULL","2022-12-23T10:40:00","2022-12-23T08:30:00","J","ACTIVE","139018035714630048","2022-12-23T10:40:00","2022-12-24T10:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322886","MSQ","NULL","2023-04-26T15:06:11.472524","NULL","SVO","C","SU","32A","1842","NULL","1","NULL","NULL","NULL","2022-12-31T16:35:00","2022-12-31T14:50:00","J","ACTIVE","139018035714720049","2022-12-31T16:35:00","2023-01-01T16:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322889","SVO","B","2023-04-26T15:06:11.47836","NULL","MSQ","NULL","SU","32A","1843","NULL","1","NULL","NULL","NULL","2022-12-31T19:00:00","2022-12-31T17:25:00","J","ACTIVE","139018035714780052","2022-12-31T19:00:00","2023-01-01T18:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1322892","SVO","B","2023-04-26T15:06:11.484858","NULL","NBC","NULL","SU","32B","1681","NULL","1","NULL","NULL","NULL","2022-12-16T19:35:00","2022-12-16T17:40:00","J","ACTIVE","139018035714840055","2022-12-16T19:35:00","2022-12-17T19:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-16T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1322893","SVO","B","2023-04-26T15:06:11.484858","NULL","NBC","NULL","SU","32B","1681","NULL","1","NULL","NULL","NULL","2022-12-17T19:35:00","2022-12-17T17:40:00","J","ACTIVE","139018035714840056","2022-12-17T19:35:00","2022-12-18T19:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-17T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1322894","SVO","B","2023-04-26T15:06:11.484858","NULL","NBC","NULL","SU","32B","1681","NULL","1","NULL","NULL","NULL","2022-12-18T19:35:00","2022-12-18T17:40:00","J","ACTIVE","139018035714840057","2022-12-18T19:35:00","2022-12-19T19:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1322895","NBC","NULL","2023-04-26T15:06:11.491097","NULL","SVO","B","SU","32B","1680","NULL","1","NULL","NULL","NULL","2022-12-16T16:50:00","2022-12-16T15:00:00","J","ACTIVE","139018035714910058","2022-12-16T16:50:00","2022-12-17T16:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-16T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1322896","NBC","NULL","2023-04-26T15:06:11.491097","NULL","SVO","B","SU","32B","1680","NULL","1","NULL","NULL","NULL","2022-12-17T16:50:00","2022-12-17T15:00:00","J","ACTIVE","139018035714910059","2022-12-17T16:50:00","2022-12-18T16:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-17T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1322897","NBC","NULL","2023-04-26T15:06:11.491097","NULL","SVO","B","SU","32B","1680","NULL","1","NULL","NULL","NULL","2022-12-18T16:50:00","2022-12-18T15:00:00","J","ACTIVE","139018035714910060","2022-12-18T16:50:00","2022-12-19T16:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1322898","SVO","B","2023-04-26T15:06:11.497404","NULL","HMA","NULL","SU","320","1383","NULL","1","NULL","NULL","NULL","2022-12-25T08:00:00","2022-12-25T04:40:00","J","ACTIVE","139018035714970061","2022-12-25T08:00:00","2022-12-26T07:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1322899","SVO","B","2023-04-26T15:06:11.497404","NULL","HMA","NULL","SU","320","1383","NULL","1","NULL","NULL","NULL","2022-12-26T08:00:00","2022-12-26T04:40:00","J","ACTIVE","139018035714970062","2022-12-26T08:00:00","2022-12-27T07:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
